Name,Country,Sector,Industry,Currency,Market,Exchange,Nber_of_analyst_opinions,MarketCap,Volatility,Recommendation_mean,Ticker
BillerudKorsnäs AB (publ),Sweden,Basic Materials,Paper & Paper Products,SEK,au_market,STO,8,28780670976,0.698734, ,BILL.ST
Bharti Airtel Limited,India,Communication Services,Telecom Services, ,au_market,NSI, ,2645401010176,0.599916, ,BHARTIARTL.NS
Billabong International Limited,Australia, , , ,au_market,ASX, , , , ,BBG.AX
AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers—General,USD,au_market,LSE,25,104736260096,0.299367, ,AZN.L
Axfood AB,Sweden,Consumer Defensive,Food Distribution,SEK,au_market,STO,5,40354488320,0.04367, ,AXFO.ST
"Aura Systems, Inc.",USA,Industrials,Specialty Industrial Machinery,USD,au_market,PNK, ,7873135,0.570462, ,AUSI
Alimentation Couche-Tard Inc.,Canada,Consumer Defensive,Grocery Stores, ,au_market,TOR, ,48297279488,0.874195, ,ATD-A.TO
Avatar Ventures Corp.,USA,Consumer Goods,Auto Parts, ,au_market,PNK, ,20600,4.473506, ,ATAR
"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Mexico,Industrials,Airports & Air Services,MXN,au_market,MEX,19,92994002944,0.649034, ,ASURB.MX
ASML Holding N.V.,Netherlands,Technology, ,EUR,au_market,AMS,28,162053701632,0.870886, ,ASML.AS
Ashok Leyland Limited,India,Consumer Cyclical, ,INR,au_market,NSI,42,274030002176,1.088581, ,ASHOKLEY.NS
Algonquin Power & Utilities Corp.,Canada,Utilities,Utilities—Renewable,USD,au_market,TOR,13,12185402368,0.269478,2.5,AQN.TO
African Queen Mines Ltd.,Canada, , , ,au_market,VAN, , , , ,AQ.V
Anglo Pacific Group plc,Canada,Basic Materials,Coking Coal, ,au_market,TOR, ,307802624,1.276582, ,APY.TO
Petróleo Brasileiro S.A. - Petrobras,Argentina, , , ,au_market,BUE, , , , ,APBR.BA
Ansell Limited,Australia,Healthcare,Medical Instruments & Supplies,USD,au_market,ASX,9,4785060352,0.81962, ,ANN.AX
Alpha Network Alliance Ventures Inc.,USA,Consumer Cyclical,Internet Retail, ,au_market,PNK, ,10943679,1.422209, ,ANAV
Almaden Minerals Ltd.,Canada,Basic Materials,Gold,CAD,au_market,TOR,1,143453312,1.547533,2,AMM.TO
"American International Industries, Inc.",USA,Industrials,Conglomerates,USD,au_market,PNK, ,1013827,1.395152, ,AMIN
American Business Bank,USA,Financial Services,Banks—Regional,USD,au_market,PNK, ,253658560,0.96956, ,AMBZ
"Alseres Pharmaceuticals, Inc.",USA,Healthcare,Biotechnology,USD,au_market,PNK, ,398250,-0.102593, ,ALSE
ALR Technologies Inc.,USA,Healthcare,Medical Devices,USD,au_market,PNK, ,37560044,6.748027, ,ALRT
Diaxonhit,France, , , ,au_market,PAR, , , , ,ALEHT.PA
"Akoustis Technologies, Inc.",USA,Technology,Communication Equipment,USD,au_market,NCM,7,290481056,1.815107,1.8,AKTS
Aimia Inc.,Canada,Industrials,Specialty Business Services,CAD,au_market,TOR,3,369120128,1.977841,1.7,AIM.TO
American Heritage International Inc.,USA,Consumer Goods,Cigarettes,USD,au_market,PNK,1,299,77.71195,3,AHII
"Artisanal Brands, Inc.",USA, , , ,au_market,PNK, , , , ,AHFP
ANGLE Plc,United Kingdom,Healthcare,Diagnostics & Research,GBP,au_market,LSE,1,86162000,1.382278, ,AGL.L
"American Graphite Technologies, Inc.",USA,Basic Materials,Other Industrial Metals & Mining, ,au_market,PNK, ,978512,-2.437993, ,AGIN
"American Fiber Green Products, Inc.",USA,Industrials,Waste Management, ,au_market,PNK, ,2541912,1.201803, ,AFBG
Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,USD,au_market,TOR,16,21552185344,0.877677, ,AEM.TO
"Advanced Life Sciences Holdings, Inc.",USA, , , ,au_market,PNK, , , , ,ADLS
AutoCanada Inc.,Canada,Consumer Cyclical,Auto & Truck Dealerships,CAD,au_market,TOR,10,828733760,2.543245,2.2,ACQ.TO
AltaPacific Bancorp,USA, , , ,au_market,PNK, , , , ,ABNK
Abakan Inc.,USA, , , ,au_market,PNK, , , , ,ABKI
ASM PACIFIC,Hong Kong,Technology,Semiconductor Equipment & Materials,HKD,au_market,HKG,24,38804135936,1.075949, ,0522.HK
Zicom Group Limited,Australia,Industrials,Specialty Industrial Machinery,SGD,au_market,ASX,1,10857050,1.443037, ,ZGL.AX
Xtreme Drilling Corp.,Canada, , , ,au_market,TOR, , , , ,XDC.TO
XANO Industri AB (publ),Sweden,Industrials,Specialty Industrial Machinery,SEK,au_market,STO, ,3677246976,1.03924, ,XANO-B.ST
Western Areas Ltd,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX,13,640906112,1.19367, ,WSA.AX
WorleyParsons Limited,Australia,Energy,Oil & Gas Equipment & Services,AUD,au_market,ASX,9,6533231616,2.565189, ,WOR.AX
White Energy Company Limited,Australia,Energy,Thermal Coal,AUD,au_market,ASX, ,96809872,2.170253, ,WEC.AX
Westpac Banking Corporation,New Zealand,Financial Services,Banks—Diversified,AUD,au_market,NZE,1,76826640384,0.777215, ,WBC.NZ
Westpac Banking Corporation,Australia,Financial Services,Banks—Diversified,AUD,au_market,ASX,12,71841292288,0.777215, ,WBC.AX
Webster Limited,Australia, , , ,au_market,ASX, , , , ,WBA.AX
"Wal-Mart de México, S.A.B. de C.V.",Mexico,Consumer Defensive,Discount Stores,MXN,au_market,MEX, ,969107701760,-0.004617, ,WALMEX.MX
Vestas Wind Systems A/S,Germany,Industrials,Specialty Industrial Machinery,EUR,au_market,GER,1,32594849792,0.782911, ,VWS.DE
Sundance Resources Limited,Australia, , , ,au_market,ASX, ,2383163804352512, , ,SDL.AX
Virtus Oil and Gas Corp.,USA, , , ,au_market,PNK, , , , ,VOIL
Voltage IP Limited,Australia,Basic Materials,Specialty Chemicals, ,au_market,ASX, ,46230672,2.518064, ,VIP.AX
Vietnam Industrial Investments Limited,Australia, , , ,au_market,ASX, , , , ,VII.AX
"United Bancorporation of Alabama, Inc.",USA,Financial Services,Banks—Regional, ,au_market,PNK, ,83048128,0.463359, ,UBAB
TPG Telecom Limited,Australia, , , ,au_market,ASX, , , , ,TPM.AX
Teranga Gold Corporation,Australia, , , ,au_market,ASX, , , , ,TGZ.AX
Tassal Group Limited,Australia,Consumer Defensive,Farm Products,AUD,au_market,ASX,6,752349056,0.563291, ,TGR.AX
Techniche Ltd.,Australia,Technology,Software—Application,AUD,au_market,ASX,1,8850198,0.345569, ,TCN.AX
Transurban Group,Australia,Industrials,Infrastructure Operations,AUD,au_market,ASX,12,38393794560,0.451265, ,TCL.AX
Transcontinental Inc.,Canada,Industrials,Specialty Business Services,CAD,au_market,TOR,8,1711262208,0.990707,2.1,TCL-A.TO
Suda Limited,Australia,Healthcare,Biotechnology,AUD,au_market,ASX,1,11659768,-1.5, ,SUD.AX
Arcis Resources Corporation,USA,Technology,Software—Application, ,au_market,PNK, ,23805,-0.203494, ,ARCS
Société Internationale de Plantations d'Hévéas Société Anonyme,France, , , ,au_market,PAR, , , , ,SIPH.PA
Sandvik AB,Sweden, ,Specialty Industrial Machinery,SEK,au_market,STO,19,241344626688,1.167721, ,SAND.ST
Rocket Internet SE,Germany,Technology,Technical & System Software,EUR,au_market,GER,7,2523852800,0.906962, ,RKET.DE
Ramsay Health Care Limited,Australia,Healthcare,Medical Care Facilities,AUD,au_market,ASX,11,14826975232,0.612658, ,RHC.AX
"All Marketing Solutions, Inc.",USA,Conglomerates,Conglomerates, ,au_market,PNK, ,640825, , ,PTPF
"Parks! America, Inc.",USA,Consumer Cyclical,Leisure,USD,au_market,PNK, ,28508172,1.126832, ,PRKA
Pilbara Minerals Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX,6,1624060288,1.106962, ,PLS.AX
Pets at Home Group Plc,United Kingdom,Consumer Cyclical,Specialty Retail,GBP,au_market,LSE,8,2028000000,0.185443, ,PETS.L
OZ Minerals Limited,Australia,Basic Materials,Copper,AUD,au_market,ASX,12,5608790528,1.058227, ,OZL.AX
Oceanteam ASA,Norway,Industrials,Marine Shipping, ,au_market,OSL, ,203899344,1.648734, ,OTS.OL
Orkla ASA,Norway,Consumer Defensive,Packaged Foods,NOK,au_market,OSL,8,86240133120,-0.17405, ,ORK.OL
NORMA Group SE,Germany,Industrials,Metal Fabrication, ,au_market,GER, ,1177634304,1.962025, ,NOEJ.DE
North American Energy Partners Inc.,Canada,Energy,Oil & Gas Equipment & Services,CAD,au_market,TOR,5,400371232,1.374553,2,NOA.TO
Navarre Minerals Limited,Australia,Basic Materials,Gold, ,au_market,ASX, ,113912816,1.50443, ,NML.AX
Myer Holdings Limited,Australia,Consumer Cyclical, ,AUD,au_market,ASX,7,299766848,1.794936, ,MYR.AX
MQ Holding AB,Sweden, , , ,au_market,STO, , , , ,MQ.ST
Mortgage Choice Limited,Australia,Financial Services,Mortgage Finance,AUD,au_market,ASX,1,152496336,0.751898, ,MOC.AX
MEC Resources Limited,Australia,Energy,Oil & Gas E&P,AUD,au_market,ASX, ,2737804,0.73481, ,MMR.AX
Lundin Petroleum AB (publ),Sweden, , , ,au_market,STO, , , , ,LUPE.ST
London & Associated Properties plc,United Kingdom,Real Estate,Real Estate Services,GBP,au_market,LSE, ,8958810,0.226582, ,LAS.L
Kresta Holdings Limited,Australia, , , ,au_market,ASX, , , , ,KRS.AX
Kasbah Resources Limited,Australia, , , ,au_market,ASX, , , , ,KAS.AX
Jervois Mining Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX,1,274093696,2.040506,1,JRV.AX
Interoil Exploration and Production ASA,Norway,Energy,Oil & Gas E&P,USD,au_market,OSL,1,179109952, ,5,IOX.OL
Imugene Limited,Australia,Healthcare,Biotechnology,AUD,au_market,ASX, ,574722496,0.782911, ,IMU.AX
Iluka Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX,7,2270274816,1.543037, ,ILU.AX
High Arctic Energy Services Inc,Canada,Energy,Oil & Gas Equipment & Services,CAD,au_market,TOR,1,50760008,2.197283,3,HWO.TO
Harvey Norman Holdings Limited,Australia,Consumer Cyclical,Department Stores,AUD,au_market,ASX,9,5843786752,0.742405, ,HVN.AX
"Hispanica International Delights of America, Inc.",USA, , , ,au_market,PNK, , , , ,HISP
Alphabet Inc.,Mexico,Communication Services,Internet Content & Information, ,au_market,MEX, ,24698217824256,1.023111, ,GOOG.MX
GrainCorp Limited,Australia,Consumer Defensive,Farm Products,AUD,au_market,ASX,7,1036717760,1.129113, ,GNC.AX
"Great Lakes Aviation, Ltd.",USA,Industrials,Airlines,USD,au_market,PNK, ,358999,3.02593, ,GLUX
"GI Dynamics, Inc.",Australia, , , ,au_market,ASX, , , , ,GID.AX
FLYHT Aerospace Solutions Ltd.,Canada,Industrials,Aerospace & Defense,CAD,au_market,VAN,1, ,1.407433, ,FLY.V
Ekornes ASA,Norway, , , ,au_market,OSL, , , , ,EKO.OL
"Soul and Vibe Interactive, Inc.",USA, , , ,au_market,PNK, , , , ,SOUL
Duni AB (publ),Sweden,Consumer Defensive,Household & Personal Products,SEK,au_market,STO,1,4878496256,1.414556, ,DUNI.ST
DNO ASA,Norway,Energy,Oil & Gas E&P,USD,au_market,OSL,9,6218935296,2.502531, ,DNO.OL
"U.S. Aerospace, Inc.",USA,Industrial Goods,Aerospace/Defense Products & Services, ,au_market,PNK, ,7256,293.47067, ,USAE
Danske Bank A/S,Denmark,Financial Services,Banks—Regional,DKK,au_market,CPH,21,88631820288,0.977848, ,DANSKE.CO
"Cisco Systems, Inc.",Argentina,Technology,Communication Equipment, ,au_market,BUE, ,15114830872576,0.845546, ,CSCO.BA
Sociedad Comercial del Plata S.A.,Argentina,Industrials,Conglomerates,ARS,au_market,BUE,2,10797488,1.874055, ,COME.BA
Cochlear Limited,Australia,Healthcare,Medical Devices,AUD,au_market,ASX,13,14543400960,0.434177, ,COH.AX
Spectrum Rare Earths Limited,Australia, , , ,au_market,ASX, , , , ,SPX.AX
Centrale d'Achat Française pour l'Outre-Mer Société Anonyme,France,Consumer Cyclical,Specialty Retail,EUR,au_market,PAR,1, ,0.415822, ,CAFO.PA
Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien,Germany,Consumer Cyclical,Leisure,EUR,au_market,GER,2,534410208,0.60886, ,BVB.DE
Boral Limited,Australia,Basic Materials,Building Materials,AUD,au_market,ASX,7,6005685248,1.822151, ,BLD.AX
Banco Hipotecario S.A.,Argentina,Financial Services,Banks—Regional,ARS,au_market,BUE,2,14699299840,2.035264, ,BHIP.BA
Bendigo and Adelaide Bank Limited,Australia,Financial Services,Banks—Regional,AUD,au_market,ASX,12,4776279040,0.761392, ,BEN.AX
Beijer Ref AB (publ),Sweden, , ,SEK,au_market,STO,2,36822265856, , ,BEIJ-B.ST
"Banco Bilbao Vizcaya Argentaria, S.A.",Spain,Financial Services,Banks—Diversified,EUR,au_market,MCE,27,27020843008,1.346835,2.5,BBVA.MC
Accsys Technologies Plc,United Kingdom, , ,EUR,au_market,LSE,1,201236896, , ,AXS.L
Amexdrug Corp.,USA,Healthcare,Drug Manufacturers—Specialty & Generic,USD,au_market,PNK, ,33821424,-1.375986, ,AXRX
"AXIM Biotechnologies, Inc.",USA,Healthcare,Biotechnology, ,au_market,PNK, ,51330768,-0.255355, ,AXIM
"Avidbank Holdings, Inc.",USA,Financial Services,Banks—Regional, ,au_market,PNK, ,109357744,0.651071, ,AVBH
Fincera Inc.,USA, , , ,au_market,PNK, , , , ,AUTCF
Aurobindo Pharma Limited,India,Healthcare,Drug Manufacturers—Specialty & Generic,INR,au_market,NSI,32,521456418816,0.741393, ,AUROPHARMA.NS
CapitaLand Retail China Trust,Singapore,Real Estate,REIT—Retail,SGD,au_market,SES,6,1534214784,0.637974, ,AU8U.SI
ASX Limited,Australia,Financial Services,Financial Data & Stock Exchanges,AUD,au_market,ASX,11,15007483904,0.307594, ,ASX.AX
Alacer Gold Corp.,Canada, , , ,au_market,TOR, , , , ,ASR.TO
Auscrete Corporation,USA,Consumer Cyclical,Residential Construction, ,au_market,PNK, ,301797,0.672491, ,ASCK
"Arno Therapeutics, Inc.",USA,Healthcare,Biotechnology,USD,au_market,PNK,1,172723,0.850056, ,ARNI
Argonaut Gold Inc.,Canada,Basic Materials,Gold,USD,au_market,TOR,7,714788224,1.456754,2,AR.TO
Aqualis ASA,Norway,Energy,Oil & Gas Equipment & Services,USD,au_market,OSL,1,643395008,1.297468, ,AQUA.OL
"Applied Visual Sciences, Inc.",USA,Technology,Software—Application, ,au_market,PNK, ,595992,-0.034949, ,APVS
"Acciona, S.A.",Spain,Industrials,Engineering & Construction,EUR,au_market,MCE,15,5655756288,0.635443,2,ANA.MC
"América Móvil, S.A.B. de C.V.",Mexico,Communication Services,Telecom Services,MXN,au_market,MEX,17,978615926784,0.309823, ,AMXL.MX
Amerityre Corporation,USA,Consumer Cyclical,Auto Parts,USD,au_market,PNK, ,2294653,0.326381, ,AMTY
American Sands Energy Corp.,USA, , , ,au_market,PNK, , , , ,AMSE
"Amadeus IT Group, S.A.",Spain,Technology,Information Technology Services,EUR,au_market,MCE,24,27339362304,1.141139,3.1,AMS.MC
American Metals Recovery and Recycling Inc.,USA,Financial Services,Shell Companies, ,au_market,PNK, ,252408, , ,AMRR
AMP Limited,Australia,Financial Services,Asset Management,AUD,au_market,ASX,10,6065598976,1.029113, ,AMP.AX
"Armco Metals Holdings, Inc",USA, , , ,au_market,PNK, , , , ,AMCO
American Bank Incorporated,USA,Financial Services,Banks—Regional,USD,au_market,PNK, ,32693280,-0.17531, ,AMBK
"Amarillo Biosciences, Inc.",USA,Healthcare,Biotechnology,USD,au_market,PNK,1,8613423,-0.261555, ,AMAR
Arkanova Energy Corporation,USA,Energy,Oil & Gas E&P, ,au_market,PNK, ,135455,-43.80327, ,AKVA
AKITA Drilling Ltd.,Canada,Energy,Oil & Gas Drilling, ,au_market,TOR, ,11203350,0.970693, ,AKT-B.TO
Aker ASA,Norway,Energy,Oil & Gas Equipment & Services,NOK,au_market,OSL,8,37333749760,1.742405, ,AKER.OL
AGT Food and Ingredients Inc.,Canada, , , ,au_market,TOR, , , , ,AGT.TO
Alamos Gold Inc.,Canada,Basic Materials,Gold,USD,au_market,TOR,13,4327532032,1.483917, ,AGI.TO
AGF Management Limited,Canada,Financial Services,Asset Management,CAD,au_market,TOR,6,389475008,2.282344,2.8,AGF-B.TO
Arendals Fossekompani ASA,Norway,Utilities,Utilities—Renewable, ,au_market,OSL, ,9823806464,0.321518, ,AFK.OL
AlarmForce Industries Inc.,Canada, , , ,au_market,TOR, , , , ,AF.TO
Andrew Peller Limited,Canada,Consumer Defensive,Beverages—Wineries & Distilleries,CAD,au_market,TOR,2,469060672,0.641887,2,ADW-A.TO
"AllDigital Holdings, Inc",USA,Services,Broadcasting - TV, ,au_market,PNK, ,1874491,0.42841, ,ADGL
Accord Financial Corp.,Canada,Financial Services,Credit Services,CAD,au_market,TOR, ,58200588,2.022158, ,ACD.TO
Ambev S.A.,Brazil,Consumer Defensive,Beverages—Brewers,BRL,au_market,SAO,15,232224980992,0.774559, ,ABEV3.SA
"Abertis Infraestructuras, S.A.",Spain, , , ,au_market,MCE, , , , ,ABE.MC
"ABCO Energy, Inc.",USA,Technology,Solar, ,au_market,PNK, ,1075200,1.869785, ,ABCE
"All-American Sportpark, Inc.",USA,Financial Services,Shell Companies,USD,au_market,PNK, ,1046752,-0.48478, ,AASP
Apple Inc.,Mexico,Technology,Consumer Electronics, ,au_market,MEX, ,41834218782720,1.354002, ,AAPL.MX
Anglo American plc,United Kingdom,Basic Materials,Other Industrial Metals & Mining,USD,au_market,LSE,24,32461512704,1.107594, ,AAL.L
Yancoal Australia Ltd,Australia,Energy,Thermal Coal,AUD,au_market,ASX,1,2759719680,0.53481, ,YAL.AX
XTD Limited,Australia, , , ,au_market,ASX, , , , ,XTD.AX
Westfield Corporation Limited,Australia, , , ,au_market,ASX, , , , ,WFD.AX
VBG Group AB (publ),Sweden,Consumer Cyclical,Auto Parts,SEK,au_market,STO,1,7534631936,0.917088, ,VBG-B.ST
Ultima United Limited,Australia,Real Estate,Real Estate—Development, ,au_market,ASX, ,19611602,1.791772, ,UUL.AX
United Overseas Australia Limited,Australia,Real Estate,Real Estate—Development, ,au_market,ASX, ,1158338944,0.337341, ,UOS.AX
Uscom Limited,Australia,Healthcare,Medical Devices,AUD,au_market,ASX,1,24603360,-1.148734, ,UCM.AX
"Universal Biosensors, Inc.",Australia,Healthcare,Medical Devices,AUD,au_market,ASX,1,81683120,0.477848,2,UBI.AX
Terramin Australia Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,au_market,ASX, ,86778960,0.403164, ,TZN.AX
Treasury Wine Estates Limited,Australia,Consumer Defensive,Beverages—Wineries & Distilleries,AUD,au_market,ASX,11,6240455680,0.460126, ,TWE.AX
Ten Network Holdings Limited,Australia, , , ,au_market,ASX, , , , ,TEN.AX
"ARYx Therapeutics, Inc.",USA,Healthcare,Drug Manufacturers—Specialty & Generic,USD,au_market,PNK,1,238280,-0.519165,1,ARYX
Storebrand ASA,Norway,Financial Services,Financial Conglomerates,NOK,au_market,OSL,11,29904123904,1.303797, ,STB.OL
Scanship Holding ASA,Norway, , , ,au_market,OSL, , , , ,SSHIP.OL
Stellar AfricaGold Inc.,Canada,Basic Materials,Gold,CAD,au_market,VAN,1,3700515,1.937812,3,SPX.V
Sovereign Mines Of Africa PLC,United Kingdom, , , ,au_market,LSE, , , , ,SMA.L
"Monarch America, Inc.",USA, , , ,au_market,PNK, , , , ,BTFL
Skanska AB (publ),Sweden,Industrials,Engineering & Construction,SEK,au_market,STO,8,85235310592,0.910759, ,SKA-B.ST
Smartgroup Corporation Ltd,Australia,Industrials,Specialty Business Services,AUD,au_market,ASX,7,843413312,0.887974, ,SIQ.AX
Select Harvests Limited,Australia,Consumer Defensive,Packaged Foods,AUD,au_market,ASX,6,665637632,0.167088, ,SHV.AX
Senetas Corporation Limited,Australia,Technology,Software—Infrastructure,AUD,au_market,ASX,1,59518252,1.163924, ,SEN.AX
Steadfast Group Limited,Australia,Financial Services,Insurance Brokers,AUD,au_market,ASX, ,3395741440,1.046202, ,SDF.AX
STADA Arzneimittel Aktiengesellschaft,Germany, , , ,au_market,GER, , , , ,SAZ.DE
SAP SE,Germany, , , ,au_market,GER, , , , ,SAPA.DE
Sanwaria Agro Oils Limited,India,Consumer Defensive,Farm Products, ,au_market,NSI, ,972440128,2.550377, ,SANWARIA.NS
Saab AB (publ),Sweden,Industrials,Aerospace & Defense,SEK,au_market,STO,8,30474481664,1.412658, ,SAAB-B.ST
Resource Base Limited,Australia, , , ,au_market,ASX, ,3987160170496, , ,RBX.AX
Hermès International Société en commandite par actions,France,Consumer Cyclical,Luxury Goods,EUR,au_market,PAR,15,86297477120,0.420886, ,RMS.PA
Red Emperor Resources NL,United Kingdom,Energy,Oil & Gas E&P,AUD,au_market,LSE,1,5580495,1.305063, ,RMP.L
Rigolleau S.A.,Argentina,Consumer Defensive,Household & Personal Products,ARS,au_market,BUE, ,14506399744,1.129722, ,RIGO.BA
Phylogica Limited,Australia,Healthcare,Biotechnology,AUD,au_market,ASX,1,491494144,1.086708, ,PYC.AX
"PASSUR Aerospace, Inc.",USA,Industrials,Aerospace & Defense,USD,no_market,PNK, ,2467868,0.049605, ,PSSR
Petsec Energy Ltd,Australia,Energy,Oil & Gas E&P,USD,no_market,ASX, ,8580348,0.991139,3,PSA.AX
Perpetual Limited,Australia,Financial Services,Asset Management,AUD,no_market,ASX,10,1920175744,1.383544, ,PPT.AX
PNE Wind AG,Germany,Utilities,Utilities—Renewable,EUR,no_market,GER,4,596951424,0.701265, ,PNE3.DE
Premier Investments Limited,Australia,Consumer Cyclical,Apparel Retail,AUD,no_market,ASX,10,3639574272,1.250632, ,PMV.AX
"Altria Group, Inc.",France,Consumer Defensive,Tobacco, ,no_market,FRA, ,62631522304,0.509582, ,PHM7.DE
Proguard Acquisition Corp,USA, , , ,no_market,PNK, , , , ,PGRD
Peak Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,no_market,ASX,1,100714248,0.671518, ,PEK.AX
Paladin Energy Ltd,Australia,Basic Materials,Other Industrial Metals & Mining,USD,no_market,ASX,1,324462400,1.05886, ,PDN.AX
Probiotec Limited,Australia,Healthcare,Drug Manufacturers—Specialty & Generic,AUD,no_market,ASX, ,164513568,0.132278, ,PBP.AX
Panoramic Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,no_market,ASX,4,266618288,1.663924, ,PAN.AX
OSRAM Licht AG,Germany,Industrials,Electrical Equipment & Parts,EUR,no_market,GER,19,4870042112,0.793037, ,OSR.DE
Orica Limited,Australia,Basic Materials,Specialty Chemicals,AUD,no_market,ASX,10,6615827456,0.893037, ,ORI.AX
Aura Minerals Inc.,Canada,Basic Materials,Gold,USD,no_market,TOR, ,1004543424,0.280914, ,ORA.TO
Opera Software ASA,Norway, , , ,no_market,OSL, , , , ,OPERA.OL
OFX Group Limited,Australia,Financial Services,Capital Markets,AUD,no_market,ASX,2,298479616,0.272151, ,OFX.AX
OVB Holding AG,Germany,Financial Services,Capital Markets,EUR,no_market,GER,1,260798784,0.607594, ,O4B.DE
NTM Gold Limited,Australia,Basic Materials,Gold,AUD,no_market,ASX,1,82063080,0.662658, ,NTM.AX
NOTE AB,Sweden,Technology,Electronic Components,SEK,no_market,STO, ,1676844288,1.958227, ,NOTE.ST
Nordic Mines AB (publ),Sweden, , , ,no_market,STO, , , , ,NOMI.ST
Nordic Semiconductor ASA,Norway,Technology,Semiconductor Equipment & Materials,USD,no_market,OSL,5,23602903040,1.432278, ,NOD.OL
NIB Holdings Limited,Australia,Financial Services,Insurance—Specialty,AUD,no_market,ASX,10,2377263104,0.122784, ,NHF.AX
Nordex SE,Germany,Industrials,Specialty Industrial Machinery,EUR,no_market,GER,13,1991112064,1.718354, ,NDX1.DE
Mayne Pharma Group Limited,Australia,Healthcare,Drug Manufacturers—General,AUD,no_market,ASX,6,596069824,0.743037, ,MYX.AX
Macquarie Atlas Roads Group,Australia, , , ,no_market,ASX, , , , ,MQA.AX
Money3 Corporation Limited,Australia,Financial Services,Credit Services,AUD,no_market,ASX,3,548695232,1.157594, ,MNY.AX
Maison Antoine Baud Société Anonyme,France,Real Estate,REIT—Office, ,no_market,PAR, ,21287280, , ,MLMAB.PA
Medistim ASA,Norway,Healthcare,Medical Devices,NOK,no_market,OSL,1,4034205952,0.381012, ,MEDI.OL
Magellan Aerospace Corporation,Canada,Industrials,Aerospace & Defense,CAD,no_market,TOR,3,543798272,1.303073,2,MAL.TO
Liontown Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,no_market,ASX, ,444935392,-0.418987, ,LTR.AX
Lifestyle Communities Limited,Australia,Real Estate,Real Estate—Diversified,AUD,no_market,ASX,2,1208540288,0.856962, ,LIC.AX
Ledesma Sociedad Anónima Agrícola Industrial,Argentina,Consumer Defensive,Farm Products,ARS,no_market,BUE, ,14400632832,1.24979, ,LEDE.BA
London City Equities Limited,Australia,Financial Services,Asset Management, ,no_market,ASX, ,9750723,0.063924, ,LCE.AX
LBT Innovations Limited,Australia,Healthcare,Medical Devices,AUD,no_market,ASX,1,36092876,0.314556, ,LBT.AX
Lassonde Industries Inc.,Canada,Consumer Defensive,Beverages—Non-Alcoholic,CAD,no_market,TOR,2,1137166592,-0.13867,2,LAS-A.TO
"Grupo Lala, S.A.B. de C.V.",Mexico,Consumer Defensive,Packaged Foods,MXN,no_market,MEX,17,33895481344,0.779177, ,LALAB.MX
Los Andes Copper Ltd.,Canada,Basic Materials,Other Industrial Metals & Mining,CAD,no_market,VAN,1,183369152,1.602573,2,LA.V
KSB Aktiengesellschaft,Germany,Industrials,Specialty Industrial Machinery, ,no_market,GER, ,436215360,1.05443, ,KSB.DE
Kazakhstan Potash Corporation Limited,Australia, , , ,no_market,ASX, , , , ,KPC.AX
KalNorth Gold Mines Limited,Australia,Basic Materials,Gold,AUD,no_market,ASX,1,11625120,2.824683, ,KGM.AX
KGL Resources Limited,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,no_market,ASX,1,99045656,1.579746, ,KGL.AX
KROMI Logistik AG,Germany,Industrials,Industrial Distribution,EUR,no_market,GER,1,30524260,0.165822, ,K1R.DE
Joyce Corporation Limited,Australia,Consumer Cyclical,Specialty Retail,AUD,no_market,ASX, ,47886620,1.010759, ,JYC.AX
Ambient Water Corporation,USA,Industrials,Pollution & Treatment Controls,USD,no_market,PNK, ,186872,-20.894588, ,AWGI
Itab Shop Concept AB,Sweden,Industrials,Business Equipment & Supplies,SEK,no_market,STO,1,1271596928,1.879113, ,ITAB-B.ST
Incitec Pivot Limited,Australia,Basic Materials,Specialty Chemicals,AUD,no_market,ASX,10,4564240384,1.188607, ,IPL.AX
ImpediMed Limited,Australia,Healthcare,Medical Devices,AUD,no_market,ASX,3,166873008,2.086708, ,IPD.AX
Independence Group NL,Australia,Basic Materials,Other Industrial Metals & Mining,AUD,no_market,ASX,13,2865365248,1.086708, ,IGO.AX
Integrated Asset Management Corp.,Canada, , , ,no_market,TOR, , , , ,IAM.TO
"EF Hutton America, Inc.",USA,Communication Services,Internet Content & Information, ,no_market,PNK, ,3442890,0.698421, ,HUTN
Husqvarna AB (publ),Sweden,Industrials,Tools & Accessories,SEK,no_market,STO,5,50951983104,1.401898, ,HUSQ-B.ST
HFA Holdings Limited,Australia, , , ,no_market,ASX, , , , ,HFA.AX
Hexagon AB,Sweden,Technology,Scientific & Technical Instruments,EUR,no_market,STO,13,259932078080,1.365189, ,HEXA-B.ST
